,ID,Policy Start Date,Policy End Date,Gender,Age,First Transaction Date,No_Pol,Car_Category,Subject_Car_Make,ProductName,target
5725,ID_H5TBD5A,2010-01-25,2011-01-24,Joint Gender,58.0,2010-01-25,1,JEEP,TOYOTA,Car Classic,0
5726,ID_H5VJVX7,2010-01-02,2011-01-01,Male,44.0,2010-01-02,1,JEEP,TOYOTA,CarSafe,0
5727,ID_H5Y69Z4,2010-07-12,2011-07-11,Joint Gender,40.0,2010-07-12,1,Saloon,Volkswagen,CarSafe,0
5728,ID_H60H3VO,2010-03-05,2011-03-03,Female,32.0,2010-03-05,1,Saloon,TOYOTA,Car Classic,1
5729,ID_H63X114,2010-03-13,2011-03-12,Male,39.0,2010-03-13,1,Saloon,TOYOTA,Car Classic,0
5731,ID_H6J1YGN,2010-08-01,2011-07-30,Male,63.0,2010-08-01,1,JEEP,Honda,CarSafe,0
5732,ID_H6NR7KW,2010-03-29,2011-03-28,Male,41.0,2010-03-29,1,Saloon,Honda,CarSafe,0
5733,ID_H71BCSG,2010-08-23,2011-08-22,Male,46.0,2010-08-23,1,JEEP,Honda,Car Classic,0
5738,ID_H7HKHHK,2010-01-07,2011-01-06,Male,32.0,2010-01-07,1,Saloon,TOYOTA,CarSafe,0
5739,ID_H7IBT13,2010-12-23,2011-04-10,Male,32.0,2010-12-23,2,Saloon,TOYOTA,Car Classic,1
5740,ID_H7IRO8W,2010-05-30,2011-02-14,Female,35.0,2010-05-30,1,Saloon,Kia,Car Classic,0
5742,ID_H7TRWCV,2010-09-27,2011-09-26,Male,43.0,2010-09-27,2,JEEP,Lexus,Car Plus,0
5745,ID_H89HL6V,2010-03-20,2011-03-19,Female,65.0,2010-03-20,2,Bus,Mazda,Car Plus,0
5753,ID_H9DHSQ3,2010-12-09,2011-06-07,Female,35.0,2010-12-09,1,JEEP,Lexus,Car Classic,0
5755,ID_H9JOUAC,2010-09-12,2011-09-11,Male,41.0,2010-09-12,1,Saloon,TOYOTA,Car Classic,0
5756,ID_H9LG7PR,2010-10-22,2011-10-21,Male,32.0,2010-10-22,1,Saloon,TOYOTA,Car Classic,1
5758,ID_H9N61EB,2010-06-03,2011-06-02,Female,36.0,2010-06-03,1,Saloon,TOYOTA,CarSafe,0
5759,ID_H9T2FF3,2010-07-01,2011-04-09,Male,85.0,2010-07-01,1,Saloon,TOYOTA,Car Classic,0
5760,ID_H9ZXYPT,2010-01-25,2011-01-24,Male,40.0,2010-01-25,1,JEEP,Ford,Car Classic,0
5761,ID_HA1N3A0,2010-03-25,2011-03-24,Female,51.0,2010-03-25,2,Bus,TOYOTA,CVTP,0
5762,ID_HA79ABM,2010-07-03,2011-07-02,Female,32.0,2010-07-03,1,Saloon,TOYOTA,Car Classic,0
5765,ID_HAJTTVR,2010-07-14,2011-07-13,Male,46.0,2010-07-14,2,Bus,Hyundai,Car Classic,0
5766,ID_HAPTG3I,2010-11-07,2011-11-06,Female,50.0,2010-11-07,1,Saloon,Kia,CarSafe,0
5767,ID_HASVUFH,2010-03-29,2011-03-28,Male,39.0,2010-03-29,1,Saloon,Honda,CarSafe,0
5768,ID_HAX9W29,2010-02-12,2011-02-11,Male,40.0,2010-02-12,1,Saloon,TOYOTA,Car Classic,1
5769,ID_HB0EA0M,2010-03-08,2011-03-07,Male,31.0,2010-03-08,1,Saloon,TOYOTA,CarSafe,0
5770,ID_HB3A19Z,2010-12-12,2011-12-12,Male,44.0,2010-12-12,1,Saloon,TOYOTA,CarFlex,0
5771,ID_HB90ZJ7,2010-04-08,2011-04-07,Male,44.0,2010-04-08,2,JEEP,Lexus,Car Classic,1
5773,ID_HBDTUJC,2010-12-12,2011-12-11,Male,65.0,2010-12-12,2,Saloon,Honda,Car Classic,0
5774,ID_HBMS5R3,2010-08-23,2011-08-22,Female,36.0,2010-08-23,2,Saloon,Kia,Car Plus,0
5775,ID_HBOE966,2010-04-10,2011-04-09,Female,66.0,2010-04-10,1,Saloon,TOYOTA,Car Classic,0
5776,ID_HBP2VOW,2010-05-12,2011-05-07,Female,28.0,2010-05-12,1,JEEP,Lexus,Car Classic,1
5778,ID_HBPL9CU,2010-03-26,2011-03-25,Female,66.0,2010-03-26,1,Saloon,Lexus,Car Classic,0
5779,ID_HBUQ4DH,2010-03-24,2011-03-22,Male,61.0,2010-03-24,4,Bus,TOYOTA,Car Classic,0
5784,ID_HCHWK0P,2010-01-28,2011-01-27,Female,33.0,2010-01-28,1,Saloon,TOYOTA,Car Classic,1
5785,ID_HCJMC0Y,2010-03-28,2011-03-27,Male,42.0,2010-03-28,1,Saloon,TOYOTA,Car Classic,1
5786,ID_HCK109Z,2010-07-12,2011-01-09,Female,31.0,2010-07-12,1,Saloon,Honda,Car Classic,0
5787,ID_HCMZ2QZ,2010-09-08,2011-09-07,Female,48.0,2010-09-08,1,Saloon,TOYOTA,Car Classic,0
5791,ID_HCVVBAZ,2010-05-30,2011-05-29,Male,55.0,2010-05-30,1,Saloon,TOYOTA,CarSafe,0
5794,ID_HD5APTS,2010-07-13,2011-06-12,Female,37.0,2010-07-13,1,Saloon,TOYOTA,Car Classic,0
5795,ID_HD96F35,2010-06-17,2011-06-14,Male,36.0,2010-06-17,1,Saloon,TOYOTA,Car Classic,0
5796,ID_HDBA9RC,2010-05-28,2011-05-26,Male,37.0,2010-05-28,1,Saloon,Peugeot,Car Classic,0
5799,ID_HDFNR2R,2010-05-23,2011-05-22,Male,34.0,2010-05-23,1,Saloon,TOYOTA,Car Classic,0
5802,ID_HDJALBT,2010-05-30,2011-05-29,Female,38.0,2010-05-30,1,Saloon,TOYOTA,CarSafe,0
5806,ID_HEB7HTI,2010-07-25,2011-07-24,Male,40.0,2010-07-25,1,Saloon,TOYOTA,CarSafe,0
5809,ID_HEKDXL0,2010-03-29,2011-03-28,Male,40.0,2010-03-29,1,Saloon,TOYOTA,Car Classic,1
5811,ID_HER91KK,2010-01-01,2010-12-31,Female,47.0,2010-01-01,1,JEEP,Mercedes,Car Plus,0
5813,ID_HF653AF,2010-04-17,2011-04-16,Male,40.0,2010-04-17,1,Saloon,Lexus,Car Classic,0
5814,ID_HF7799D,2010-12-27,2011-12-26,Male,42.0,2010-12-27,2,JEEP,Lexus,Car Classic,0
5815,ID_HFA0JEF,2010-02-04,2011-02-03,Male,61.0,2010-02-04,1,Saloon,Mercedes,CarSafe,0
5816,ID_HFENN2O,2010-01-29,2011-01-28,Male,37.0,2010-01-29,1,Saloon,TOYOTA,Car Classic,0
5817,ID_HFOTFPX,2010-08-16,2011-08-15,Male,24.0,2010-08-16,2,Saloon,TOYOTA,Car Classic,1
5820,ID_HFYURJT,2010-06-25,2011-06-24,Female,29.0,2010-06-25,1,Saloon,TOYOTA,Car Plus,0
5822,ID_HG5I5HG,2010-07-29,2011-07-28,Male,59.0,2010-07-29,1,Saloon,TOYOTA,Car Classic,0
5823,ID_HGCZ4UU,2010-02-19,2011-02-18,Male,32.0,2010-02-19,1,Saloon,Honda,CarSafe,0
5824,ID_HGDU844,2010-04-12,2011-04-11,Female,36.0,2010-04-12,1,Saloon,Mercedes,Car Classic,0
5825,ID_HGEJH2J,2010-05-06,2011-05-05,Female,36.0,2010-05-06,1,Saloon,Honda,CarSafe,0
5828,ID_HGWDMOV,2010-04-04,2011-04-03,Male,41.0,2010-04-04,1,Saloon,TOYOTA,CarSafe,0
5831,ID_HH2F1L4,2010-03-01,2011-02-28,Female,40.0,2010-03-01,1,JEEP,TOYOTA,Car Classic,0
5833,ID_HH3XG1C,2010-02-22,2011-02-21,Male,54.0,2010-02-22,3,Saloon,Hyundai,Car Plus,0
5834,ID_HH9UA36,2010-04-02,2011-04-01,Female,59.0,2010-04-02,1,Saloon,Lexus,CarSafe,0
5835,ID_HHCWLFQ,2010-01-23,2011-01-22,Male,53.0,2010-01-23,1,JEEP,TOYOTA,Customized Motor,0
5837,ID_HHMJ52T,2010-12-10,2011-12-09,Male,37.0,2010-12-10,1,Saloon,TOYOTA,Car Classic,0
5838,ID_HHPN6J7,2010-02-19,2011-02-18,Male,50.0,2010-02-19,1,Saloon,TOYOTA,CarSafe,0
5839,ID_HHZ243R,2010-06-28,2011-06-27,Male,51.0,2010-06-28,1,Saloon,Ford,Car Classic,0
5840,ID_HI7ZXW6,2010-05-14,2011-05-13,Female,45.0,2010-05-14,1,Saloon,TOYOTA,CarSafe,0
5841,ID_HIDQU05,2010-07-05,2011-07-04,Male,40.0,2010-07-05,1,Saloon,TOYOTA,CarSafe,0
5842,ID_HIGTYSK,2010-02-05,2011-02-04,Female,69.0,2010-02-05,1,Saloon,TOYOTA,Car Classic,0
5844,ID_HIKL2YL,2010-10-12,2011-10-11,Female,39.0,2010-10-12,1,JEEP,TOYOTA,Car Classic,0
5846,ID_HITDDAG,2010-11-08,2011-11-07,Male,50.0,2010-11-08,1,Saloon,Peugeot,CarSafe,0
5847,ID_HITX3FA,2010-08-30,2011-08-29,Female,29.0,2010-08-30,2,Saloon,TOYOTA,Car Classic,0
5848,ID_HIWQJLG,2010-05-13,2011-05-12,Male,40.0,2010-05-13,1,Saloon,TOYOTA,CarSafe,0
5849,ID_HJ6N3YF,2010-05-03,2011-05-02,Male,43.0,2010-05-03,1,Saloon,TOYOTA,Car Classic,0
5851,ID_HJNTUAS,2010-01-24,2011-01-23,Male,40.0,2010-01-24,1,Saloon,TOYOTA,Car Classic,1
5852,ID_HJQ5DSH,2010-07-13,2011-07-12,Male,51.0,2010-07-13,1,Saloon,TOYOTA,Car Classic,0
5853,ID_HJS2YMY,2010-09-06,2011-03-05,Male,32.0,2010-09-06,1,Saloon,TOYOTA,Car Plus,1
5855,ID_HJYDWTW,2010-03-10,2011-03-09,Joint Gender,40.0,2010-03-10,1,Saloon,Honda,CarSafe,0
5856,ID_HK0QMN4,2010-03-25,2011-03-24,Female,26.0,2010-03-25,1,Saloon,Kia,Car Classic,0
5857,ID_HK49WYK,2010-04-29,2011-04-28,Male,43.0,2010-04-29,2,Saloon,TOYOTA,Car Classic,1
5858,ID_HKCDR8I,2010-05-03,2011-05-01,Male,43.0,2010-05-03,1,Saloon,Hyundai,CarSafe,0
5860,ID_HKNH7GY,2010-03-08,2011-03-07,Male,50.0,2010-03-08,1,Saloon,TOYOTA,CarSafe,0
5864,ID_HKXAGAG,2010-07-16,2011-07-15,Male,36.0,2010-07-16,1,Saloon,TOYOTA,Car Classic,0
5866,ID_HL150UR,2010-01-17,2011-01-16,Male,58.0,2010-01-17,1,Saloon,Honda,CarSafe,0
5868,ID_HL636EU,2010-12-07,2011-12-06,Female,44.0,2010-12-07,1,Saloon,TOYOTA,CarSafe,0
5869,ID_HLCM5W6,2010-08-08,2010-12-31,Male,52.0,2010-08-08,4,Saloon,TOYOTA,Customized Motor,0
5870,ID_HLJAFQH,2010-03-14,2011-03-13,Male,37.0,2010-03-14,1,JEEP,Honda,Car Classic,0
5872,ID_HLOMQ49,2010-02-07,2011-02-06,Male,20.0,2010-02-07,1,Saloon,Kia,CarSafe,0
5873,ID_HLOSM8X,2010-07-27,2011-07-26,Male,40.0,2010-07-27,1,Saloon,Lexus,Car Classic,0
5874,ID_HLRI7WH,2010-03-22,2011-03-21,Male,42.0,2010-03-22,1,JEEP,Land Rover,Car Classic,0
5875,ID_HLWW0LY,2010-07-18,2011-07-17,Male,62.0,2010-07-18,1,Saloon,Hyundai,CarSafe,0
5876,ID_HM3OE5Y,2010-09-28,2011-09-27,Male,61.0,2010-09-28,2,Saloon,TOYOTA,Car Classic,0
5877,ID_HMB75X5,2010-01-18,2011-01-17,Female,49.0,2010-01-18,1,Saloon,TOYOTA,CarSafe,0
5878,ID_HMKQHDG,2010-12-06,2011-10-13,Male,34.0,2010-12-06,1,Saloon,Lexus,Car Classic,0
5879,ID_HMW3LVQ,2010-01-07,2011-01-06,Male,41.0,2010-01-07,1,Saloon,Honda,CarSafe,0
5881,ID_HMYV370,2010-11-07,2011-11-06,Male,47.0,2010-11-07,1,Saloon,Honda,Car Classic,1
5883,ID_HN2RSNG,2010-04-15,2011-04-14,Male,39.0,2010-04-15,1,Saloon,Nissan,CarSafe,0
5884,ID_HN5O9UE,2010-02-12,2011-02-11,Male,33.0,2010-02-12,1,Saloon,TOYOTA,Car Classic,0
5886,ID_HNBKN45,2010-11-13,2011-11-12,Male,53.0,2010-11-13,2,Saloon,Suzuki,Car Classic,0
5887,ID_HNCX0NP,2010-12-31,2011-12-30,Male,48.0,2010-12-31,1,Saloon,TOYOTA,CarSafe,0
5888,ID_HND6P6H,2010-08-02,2011-08-01,Male,56.0,2010-08-02,1,Saloon,Honda,Car Classic,0
5891,ID_HNW8CVO,2010-05-03,2011-05-02,Male,38.0,2010-05-03,1,Saloon,TOYOTA,CarFlex,0
5893,ID_HOAV4RH,2010-10-11,2011-02-03,Male,40.0,2010-10-11,1,Saloon,TOYOTA,Car Classic,0
5894,ID_HOBZ9HF,2010-06-19,2011-06-19,Male,34.0,2010-06-19,1,JEEP,TOYOTA,CarFlex,0
5895,ID_HOCAJNO,2010-07-19,2011-07-18,Male,76.0,2010-07-19,1,Saloon,Nissan,Car Classic,0
5896,ID_HOU82ZT,2010-04-01,2011-03-31,Male,45.0,2010-04-01,1,Saloon,TOYOTA,Car Classic,0
5897,ID_HOVIGRF,2010-07-24,2011-07-23,Male,43.0,2010-07-24,1,Saloon,TOYOTA,Car Classic,1
5898,ID_HOW1Y5F,2010-03-28,2011-03-27,Male,42.0,2010-03-28,1,Saloon,TOYOTA,Car Classic,1
5900,ID_HP5J0GJ,2010-11-13,2011-11-12,Female,51.0,2010-11-13,1,JEEP,TOYOTA,Car Classic,0
5902,ID_HPMJAGA,2010-01-18,2011-01-17,Male,43.0,2010-01-18,1,Saloon,TOYOTA,Car Classic,0
5903,ID_HPTINXI,2010-01-28,2011-01-27,Male,50.0,2010-01-28,1,Saloon,Honda,CarSafe,1
5905,ID_HQ0QM4D,2010-01-17,2011-01-16,Female,26.0,2010-01-17,1,Saloon,TOYOTA,CarSafe,0
5906,ID_HQ52DAR,2010-02-07,2011-02-06,Female,53.0,2010-02-07,1,Saloon,Chevrolet,Car Classic,0
5907,ID_HQCVQ7Q,2010-01-23,2011-01-22,Male,41.0,2010-01-23,1,JEEP,Mercedes,Car Classic,1
5909,ID_HQK59S7,2010-04-30,2011-04-29,Female,38.0,2010-04-30,1,Saloon,TOYOTA,CarSafe,0
5912,ID_HQVKP5F,2010-04-12,2011-04-11,Female,60.0,2010-04-12,2,Saloon,Audi,Car Classic,0
5913,ID_HQYPZA0,2010-12-30,2011-12-23,Joint Gender,54.0,2010-12-30,2,JEEP,Land Rover,Car Classic,0
5915,ID_HR0A8JS,2010-04-23,2011-04-22,Male,57.0,2010-04-23,1,Saloon,Hyundai,CarSafe,0
5917,ID_HRHQMHU,2010-05-08,2011-04-11,Male,44.0,2010-05-08,1,Truck,Iveco,CVTP,0
5918,ID_HRKBJT7,2010-04-02,2011-04-01,Male,67.0,2010-04-02,2,JEEP,Mercedes,Car Classic,0
5919,ID_HRMGYMG,2010-05-22,2011-05-21,Male,41.0,2010-05-22,1,Saloon,TOYOTA,Car Classic,0
5922,ID_HRQRWY0,2010-06-10,2011-05-06,Male,42.0,2010-06-10,1,Truck,Scania,CVTP,0
5923,ID_HRRLTQ9,2010-01-10,2011-01-09,Female,49.0,2010-01-10,1,JEEP,Honda,Car Classic,0
5924,ID_HRUA198,2010-08-07,2011-07-17,Male,42.0,2010-08-07,1,Bus,TOYOTA,Car Classic,0
5925,ID_HRUGHHW,2010-03-08,2011-03-06,Female,63.0,2010-03-08,2,JEEP,TOYOTA,Car Classic,0
5926,ID_HRV322D,2010-01-18,2011-01-17,Male,50.0,2010-01-18,1,JEEP,Lexus,Car Classic,0
5928,ID_HRXLN4M,2010-07-26,2011-07-25,Male,40.0,2010-07-26,1,Saloon,TOYOTA,CarSafe,0
5929,ID_HS08AIK,2010-10-31,2011-10-30,Female,36.0,2010-10-31,1,Saloon,MINI COOPER,Car Classic,0
5931,ID_HSLXWDM,2010-02-08,2011-02-07,Female,39.0,2010-02-08,2,JEEP,Hyundai,Car Classic,0
5932,ID_HSY5K3M,2010-04-30,2011-04-29,Male,46.0,2010-04-30,3,JEEP,Lexus,Car Classic,0
5934,ID_HT7FGBY,2010-03-22,2011-03-21,Male,50.0,2010-03-22,1,Saloon,TOYOTA,CarSafe,0
5935,ID_HT9NTIO,2010-03-22,2011-03-21,Male,25.0,2010-03-22,1,Saloon,TOYOTA,Car Classic,0
5937,ID_HTAS7N6,2010-01-22,2011-01-21,Female,39.0,2010-01-22,1,JEEP,Lexus,Car Classic,0
5939,ID_HTODXCI,2010-01-06,2011-01-05,Female,36.0,2010-01-06,1,JEEP,Mitsubishi,Car Classic,0
5940,ID_HTTRYYB,2010-05-15,2011-05-14,Male,42.0,2010-05-15,2,JEEP,TOYOTA,Car Classic,0
5941,ID_HU6G2JQ,2010-03-27,2011-03-26,Male,31.0,2010-03-27,1,Saloon,Nissan,CarSafe,0
5942,ID_HU6QLR3,2010-02-28,2011-02-27,Male,40.0,2010-02-28,1,Saloon,Mitsubishi,CarSafe,0
5944,ID_HUCAI78,2010-09-04,2011-09-03,Male,31.0,2010-09-04,1,Saloon,Honda,Car Classic,0
5946,ID_HUH0DDN,2010-05-17,2011-05-15,Male,50.0,2010-05-17,1,JEEP,TOYOTA,CarSafe,0
5948,ID_HUMDA67,2010-04-18,2011-04-17,Female,41.0,2010-04-18,1,JEEP,Lexus,Car Classic,0
5949,ID_HUQ556L,2010-02-27,2011-02-26,Male,40.0,2010-02-27,1,Saloon,TOYOTA,Car Classic,0
5951,ID_HV0W62K,2010-12-24,2011-12-23,Female,76.0,2010-12-24,1,JEEP,TOYOTA,CarSafe,0
5952,ID_HV1OB6A,2010-03-01,2011-03-01,Male,32.0,2010-03-01,1,Saloon,Mercedes,CarSafe,0
5953,ID_HV1R4BV,2010-03-26,2011-03-25,Male,80.0,2010-03-26,1,Saloon,Kia,Car Classic,0
5955,ID_HVAA2LP,2010-11-30,2011-11-29,Female,27.0,2010-11-30,1,Saloon,TOYOTA,Car Classic,1
5958,ID_HVKRF1X,2010-04-09,2011-04-07,Male,52.0,2010-04-09,1,Saloon,Volkswagen,CarSafe,0
5959,ID_HVP879A,2010-11-05,2011-11-04,Male,44.0,2010-11-05,1,Saloon,Honda,Car Classic,0
5960,ID_HVR68Y3,2010-01-19,2011-01-18,Male,38.0,2010-01-19,1,Saloon,Kia,Car Classic,1
5961,ID_HVT6CPK,2010-05-02,2011-05-02,Male,39.0,2010-05-02,1,Saloon,TOYOTA,CarFlex,0
5964,ID_HW36M42,2010-01-18,2011-01-17,Male,43.0,2010-01-18,2,Saloon,TOYOTA,Car Classic,0
5968,ID_HWUQN0S,2010-06-29,2011-06-28,Female,28.0,2010-06-29,1,Saloon,TOYOTA,Car Plus,1
5969,ID_HX045QH,2010-12-25,2011-12-24,Female,35.0,2010-12-25,1,Saloon,TOYOTA,CarSafe,0
5970,ID_HX58OPN,2010-03-15,2011-03-14,Male,53.0,2010-03-15,1,Saloon,TOYOTA,Car Classic,0
5971,ID_HXFBG8I,2010-01-02,2011-01-01,Female,35.0,2010-01-02,1,Saloon,TOYOTA,CarSafe,0
5972,ID_HXFNXQR,2010-08-31,2011-08-30,Male,42.0,2010-08-31,2,JEEP,Lexus,Car Plus,0
5975,ID_HXT16VJ,2010-02-20,2011-02-19,Male,38.0,2010-02-20,1,Saloon,TOYOTA,CarSafe,0
5976,ID_HXW9QCG,2010-09-12,2011-09-11,Male,61.0,2010-09-12,1,JEEP,TOYOTA,Car Classic,0
5977,ID_HY3DTTN,2010-04-17,2011-04-16,Male,53.0,2010-04-17,2,Saloon,TOYOTA,Car Classic,0
5980,ID_HY7NUKE,2010-08-27,2011-08-26,Male,41.0,2010-08-27,1,Saloon,TOYOTA,CarSafe,0
5981,ID_HYGLFA1,2010-03-07,2011-03-06,Male,39.0,2010-03-07,1,Saloon,TOYOTA,Car Classic,0
5982,ID_HYOK8B5,2010-03-04,2011-03-03,Male,44.0,2010-03-04,1,Saloon,TOYOTA,CarSafe,0
5983,ID_HYR8AQ0,2010-11-13,2011-11-12,Male,44.0,2010-11-13,2,Saloon,TOYOTA,Car Classic,0
5984,ID_HYWAH3B,2010-07-25,2011-06-11,Female,25.0,2010-07-25,1,Saloon,TOYOTA,Car Classic,0
5986,ID_HYZJ8A4,2010-03-04,2011-03-03,Female,50.0,2010-03-04,1,Saloon,Ford,CarSafe,0
5987,ID_HZ0N3ZH,2010-09-21,2011-09-20,Male,69.0,2010-09-21,2,Saloon,Skoda,Car Classic,0
5988,ID_HZ13MLS,2010-12-29,2011-12-28,Male,43.0,2010-12-29,1,Saloon,Nissan,Car Classic,1
5989,ID_HZLMHKM,2010-07-09,2011-07-08,Male,51.0,2010-07-09,1,Saloon,TOYOTA,CarSafe,0
5990,ID_HZM1V0D,2010-02-18,2011-02-17,Male,50.0,2010-02-18,1,Saloon,TOYOTA,CarSafe,0
5991,ID_HZPHKWY,2010-02-15,2011-02-14,Male,40.0,2010-02-15,1,Saloon,Honda,CarSafe,0
5995,ID_I03W6GU,2010-09-10,2011-09-08,Male,34.0,2010-09-10,1,Saloon,TOYOTA,Car Classic,0
5996,ID_I045VAT,2010-03-25,2011-03-24,Female,51.0,2010-03-25,2,Bus,TOYOTA,CVTP,1
5997,ID_I06XT4Z,2010-05-19,2011-05-18,Male,45.0,2010-05-19,1,Saloon,Hyundai,Car Classic,0
5998,ID_I08HTIT,2010-06-25,2011-01-13,Female,34.0,2010-06-25,1,JEEP,TOYOTA,Car Classic,0
6000,ID_I0AD7JQ,2010-06-28,2011-06-27,Female,41.0,2010-06-28,1,Saloon,Kia,CarSafe,0
6001,ID_I0IPHO2,2010-07-09,2011-07-08,Female,44.0,2010-07-09,1,Saloon,TOYOTA,CarSafe,0
6002,ID_I0JDS45,2010-02-07,2011-02-06,Male,51.0,2010-02-07,1,Saloon,TOYOTA,CarSafe,0
6003,ID_I0ONDZ0,2010-04-12,2011-03-08,Male,46.0,2010-04-12,1,Saloon,Honda,Car Classic,0
6005,ID_I0UM01R,2010-04-26,2011-04-25,Male,20.0,2010-04-26,1,Saloon,Honda,CarSafe,0
6006,ID_I0W8B9N,2010-05-20,2011-05-17,Male,47.0,2010-05-20,3,JEEP,Volkswagen,Car Classic,0
6007,ID_I0WZSRL,2010-06-26,2011-04-03,Male,36.0,2010-06-26,1,Saloon,TOYOTA,Car Classic,1
6008,ID_I11PU03,2010-02-05,2011-02-04,Male,50.0,2010-02-05,1,Saloon,TOYOTA,CarSafe,0
6009,ID_I129M9K,2010-01-25,2011-01-24,Male,50.0,2010-01-25,1,Saloon,Nissan,CarSafe,0
6012,ID_I18FZZ3,2010-02-23,2011-02-22,Male,52.0,2010-02-23,2,JEEP,TOYOTA,Car Classic,0
6013,ID_I1MA7ZS,2010-01-31,2011-01-30,Female,38.0,2010-01-31,1,JEEP,Honda,Car Classic,0
6014,ID_I1RDLYE,2010-11-21,2011-03-07,Male,43.0,2010-11-21,2,Saloon,TOYOTA,Car Classic,1
6015,ID_I1S08AV,2010-01-05,2011-01-04,Male,36.0,2010-01-05,1,Saloon,Black,Car Classic,1
6016,ID_I1TUMAD,2010-03-20,2011-03-19,Male,32.0,2010-03-20,1,Saloon,TOYOTA,Car Classic,0
6017,ID_I1W4HX2,2010-03-18,2011-03-17,Male,49.0,2010-03-18,2,JEEP,Honda,Car Classic,0
6018,ID_I21LCD6,2010-03-04,2011-03-03,Male,40.0,2010-03-04,1,Saloon,Honda,CarSafe,0
6019,ID_I225IAT,2010-11-03,2011-11-02,Male,36.0,2010-11-03,1,Saloon,TOYOTA,CarSafe,0
6020,ID_I27B89U,2010-10-22,2011-06-29,Male,43.0,2010-10-22,1,JEEP,Lexus,Car Classic,0
6024,ID_I2E3M8U,2010-03-04,2011-03-03,Male,47.0,2010-03-04,1,Saloon,TOYOTA,CarSafe,0
6025,ID_I2O1VP5,2010-01-08,2011-01-07,Male,45.0,2010-01-08,1,Saloon,Honda,Car Classic,0
6026,ID_I2OMH79,2010-07-17,2011-07-16,Male,40.0,2010-07-17,1,Saloon,TOYOTA,CarSafe,0
6027,ID_I2PLMVA,2010-05-03,2011-05-02,Male,45.0,2010-05-03,1,Saloon,TOYOTA,CarSafe,0
6029,ID_I2TV8DP,2010-04-16,2011-01-31,Female,36.0,2010-04-16,1,Saloon,Honda,Car Classic,0
6030,ID_I2YP2EP,2010-04-01,2011-03-30,Male,36.0,2010-04-01,1,Saloon,TOYOTA,Car Classic,0
6032,ID_I3CE5O8,2010-11-07,2011-11-07,Female,43.0,2010-11-07,2,JEEP,Hyundai,CarFlex,0
6033,ID_I3GFESW,2010-09-17,2011-09-16,Male,38.0,2010-09-17,1,JEEP,TOYOTA,CarFlex,0
6034,ID_I3KKFA9,2010-12-06,2011-12-05,Male,63.0,2010-12-06,1,Saloon,TOYOTA,CarSafe,0
6036,ID_I3OZAJZ,2010-08-26,2011-08-25,Female,64.0,2010-08-26,1,Saloon,TOYOTA,Car Classic,0
6037,ID_I3TAEIP,2010-11-18,2011-11-17,Male,46.0,2010-11-18,1,Saloon,Honda,CarFlex,1
6038,ID_I3VCMVK,2010-02-07,2011-02-06,Male,57.0,2010-02-07,1,Saloon,TOYOTA,Car Classic,0
6039,ID_I419LGP,2010-09-03,2011-09-02,Male,45.0,2010-09-03,2,JEEP,Honda,Customized Motor,0
6040,ID_I429OR3,2010-01-16,2011-01-15,Female,45.0,2010-01-16,1,JEEP,TOYOTA,Car Classic,0
6044,ID_I4CNFRE,2010-01-08,2011-01-07,Female,36.0,2010-01-08,1,Saloon,TOYOTA,Car Classic,0
6045,ID_I4DRZ83,2010-03-28,2011-03-27,Female,60.0,2010-03-28,3,JEEP,Mercedes,Car Plus,0
6047,ID_I4FO9B3,2010-10-30,2011-10-29,Male,47.0,2010-10-30,2,Saloon,Lexus,Car Classic,1
6048,ID_I4KHFY8,2010-04-10,2011-04-09,Female,55.0,2010-04-10,1,Saloon,TOYOTA,Car Classic,0
6052,ID_I4XGP77,2010-11-26,2011-11-25,Female,45.0,2010-11-26,1,Saloon,TOYOTA,CarSafe,0
6055,ID_I5494RI,2010-04-13,2011-04-12,Female,33.0,2010-04-13,1,Saloon,TOYOTA,Car Classic,0
6058,ID_I5DND3X,2010-03-29,2011-03-28,Joint Gender,45.0,2010-03-29,1,JEEP,Honda,Car Classic,1
6059,ID_I5IFZP1,2010-10-11,2011-01-10,Female,39.0,2010-10-11,1,JEEP,TOYOTA,Car Classic,0
6061,ID_I5SJ368,2010-04-24,2011-04-23,Male,31.0,2010-04-24,1,Motorcycle,BMW,Motor Cycle,0
6064,ID_I627OGQ,2010-02-15,2011-02-14,Male,32.0,2010-02-15,1,Saloon,Honda,CarSafe,0
6065,ID_I67IUBY,2010-04-10,2011-04-09,Male,50.0,2010-04-10,1,Saloon,TOYOTA,CarSafe,0
6067,ID_I6GPHTI,2010-03-07,2011-03-06,Male,44.0,2010-03-07,1,Saloon,TOYOTA,Car Classic,0
6069,ID_I6S6GNU,2010-10-02,2011-04-02,Male,32.0,2010-10-02,1,JEEP,TOYOTA,CarFlex,0
6071,ID_I6TAXBR,2010-11-08,2011-11-07,Male,35.0,2010-11-08,1,Saloon,TOYOTA,Car Plus,1
6072,ID_I6U7P1H,2010-02-05,2011-02-04,Male,30.0,2010-02-05,1,Saloon,TOYOTA,Car Classic,0
6073,ID_I6V6LW3,2010-12-12,2011-12-11,Male,53.0,2010-12-12,2,JEEP,Mercedes,Customized Motor,0
6074,ID_I6VBQGE,2010-01-03,2011-01-02,Male,38.0,2010-01-03,2,Saloon,Nissan,Car Classic,1
